sale_id,car_id,customer_id,purchase_date
10178,22269,763,"2019-03-03 00:00:00"
10179,70133,8457,"2019-02-10 00:00:00"
10180,5155,3594,"2019-03-23 00:00:00"
10181,24323,7059,"2020-07-21 00:00:00"
10182,51430,7313,"2019-04-11 00:00:00"
10183,43923,3996,"2020-07-01 00:00:00"
10184,45423,7837,"2019-07-15 00:00:00"
10185,53461,6616,"2019-05-01 00:00:00"
10186,22427,4390,"2019-06-15 00:00:00"
10187,32753,2759,"2019-05-03 00:00:00"
10188,37719,2154,"2020-02-25 00:00:00"
10189,73692,1824,"2019-04-15 00:00:00"
10190,33856,7846,"2019-01-09 00:00:00"
10191,64252,3361,"2020-05-12 00:00:00"
10192,73727,7939,"2019-11-20 00:00:00"
10193,840,1386,"2019-05-13 00:00:00"
10194,30047,4061,"2020-07-06 00:00:00"
10195,13502,8411,"2020-08-26 00:00:00"
10196,15104,7291,"2019-03-17 00:00:00"
10197,22563,406,"2019-02-23 00:00:00"
10198,56173,3953,"2020-07-02 00:00:00"
10199,15531,4276,"2020-10-19 00:00:00"
10200,39544,7022,"2019-03-02 00:00:00"
10201,16557,7465,"2019-12-28 00:00:00"
10202,54976,2374,"2019-02-26 00:00:00"
10203,12645,1706,"2020-10-31 00:00:00"
10204,66450,1287,"2020-07-01 00:00:00"
10205,31924,7538,"2019-03-28 00:00:00"
10206,13759,4319,"2019-07-24 00:00:00"
10207,34146,6680,"2019-05-20 00:00:00"
10208,50121,4857,"2019-07-29 00:00:00"
10209,50574,57,"2019-11-29 00:00:00"
10210,26896,3758,"2019-03-27 00:00:00"
10211,12012,7307,"2019-02-05 00:00:00"
10212,35739,2482,"2019-08-28 00:00:00"
10213,68136,8864,"2020-08-02 00:00:00"
10214,41315,3852,"2019-04-26 00:00:00"
10215,41988,8195,"2020-11-06 00:00:00"
10216,37907,4101,"2019-04-11 00:00:00"
10217,51764,767,"2019-05-26 00:00:00"
10218,14969,5311,"2020-08-18 00:00:00"
10219,39689,6333,"2020-06-08 00:00:00"
10220,42034,2970,"2019-10-28 00:00:00"
10221,38891,7607,"2020-04-12 00:00:00"
10222,67671,1194,"2020-06-24 00:00:00"
10223,22608,6120,"2019-03-07 00:00:00"
10224,58580,3771,"2020-05-15 00:00:00"
10225,56889,2929,"2019-08-18 00:00:00"
10226,10419,603,"2019-05-31 00:00:00"
10227,28,7434,"2019-06-15 00:00:00"
10228,36006,2616,"2020-07-16 00:00:00"
10229,50530,4258,"2020-04-19 00:00:00"
10230,49513,2078,"2020-03-28 00:00:00"
10231,58808,8466,"2019-11-14 00:00:00"
10232,15378,5232,"2019-08-24 00:00:00"
10233,6628,6013,"2020-04-24 00:00:00"
10234,17218,8515,"2020-11-11 00:00:00"
10235,37825,2772,"2020-04-25 00:00:00"
10236,8271,1462,"2020-09-14 00:00:00"
10237,15648,1044,"2019-12-14 00:00:00"
10238,65497,5452,"2020-10-18 00:00:00"
10239,2368,8813,"2019-08-14 00:00:00"
10240,2481,522,"2019-06-09 00:00:00"
10241,24436,938,"2020-04-05 00:00:00"
10242,5113,3231,"2019-06-23 00:00:00"
10243,26413,5830,"2020-03-29 00:00:00"
10244,22126,3968,"2020-05-13 00:00:00"
10245,62643,6734,"2019-03-09 00:00:00"
10246,65658,8732,"2020-11-14 00:00:00"
10247,35736,1700,"2019-02-11 00:00:00"
10248,71028,2161,"2019-12-10 00:00:00"
10249,41472,3989,"2020-11-20 00:00:00"
10250,70480,405,"2020-10-07 00:00:00"
10251,12835,7755,"2020-01-31 00:00:00"
10252,32650,7579,"2020-03-10 00:00:00"
10253,44073,3374,"2019-12-20 00:00:00"
10254,67259,4418,"2019-05-13 00:00:00"
10255,63380,967,"2019-07-23 00:00:00"
10256,46136,6426,"2020-02-12 00:00:00"
10257,48375,6787,"2019-01-14 00:00:00"
10258,54273,7760,"2020-09-19 00:00:00"
10259,61551,2345,"2020-02-29 00:00:00"
10260,55753,8098,"2019-04-30 00:00:00"
10261,61731,6415,"2020-08-16 00:00:00"
10262,5700,6628,"2019-05-24 00:00:00"
10263,3798,7455,"2019-05-23 00:00:00"
10264,10427,7750,"2019-09-18 00:00:00"
10265,33892,1982,"2020-03-26 00:00:00"
10266,32070,4698,"2019-03-17 00:00:00"
10267,6654,3217,"2019-03-13 00:00:00"
10268,898,8589,"2020-06-09 00:00:00"
10269,72410,3231,"2019-08-14 00:00:00"
10270,63967,8106,"2020-05-01 00:00:00"
10271,35915,6060,"2020-08-08 00:00:00"
10272,27776,2013,"2020-05-02 00:00:00"
10273,66951,1017,"2020-04-04 00:00:00"
10274,24574,7902,"2019-12-29 00:00:00"
10275,4087,2483,"2020-11-09 00:00:00"
10276,21360,7046,"2019-08-01 00:00:00"
10277,68335,6331,"2019-02-18 00:00:00"
10278,5558,8164,"2020-04-09 00:00:00"
10279,5586,6516,"2019-12-16 00:00:00"
10280,53286,3338,"2019-09-02 00:00:00"
10281,17401,2187,"2019-06-08 00:00:00"
10282,27873,755,"2020-08-28 00:00:00"
10283,15842,7435,"2019-02-21 00:00:00"
10284,20205,3238,"2019-09-14 00:00:00"
10285,58366,2662,"2020-10-17 00:00:00"
10286,1377,7548,"2019-10-03 00:00:00"
10287,31158,8745,"2020-08-30 00:00:00"
10288,66900,1367,"2019-01-23 00:00:00"
10289,26183,5306,"2019-07-08 00:00:00"
10290,12625,403,"2019-08-11 00:00:00"
10291,38029,6822,"2019-06-20 00:00:00"
10292,9603,3388,"2019-12-02 00:00:00"
10293,37285,7463,"2019-01-21 00:00:00"
10294,5418,8810,"2019-03-24 00:00:00"
10295,43047,8790,"2019-08-09 00:00:00"
10296,5117,7108,"2020-02-23 00:00:00"
10297,20302,806,"2020-07-27 00:00:00"
10298,330,3087,"2019-12-25 00:00:00"
10299,8155,8683,"2020-07-30 00:00:00"
10300,51234,3849,"2019-01-26 00:00:00"
10301,61508,5471,"2019-04-03 00:00:00"
10302,54739,8047,"2019-06-28 00:00:00"
10303,26260,8885,"2019-02-15 00:00:00"
10304,50789,3706,"2020-08-05 00:00:00"
10305,65050,1021,"2019-05-29 00:00:00"
10306,33162,1481,"2020-03-27 00:00:00"
10307,38003,1154,"2019-06-16 00:00:00"
10308,8292,5430,"2020-06-17 00:00:00"
10309,70212,4437,"2019-05-03 00:00:00"
10310,8951,3539,"2020-04-11 00:00:00"
10311,43588,5630,"2020-01-04 00:00:00"
10312,74330,6909,"2019-07-27 00:00:00"
10313,74042,7325,"2020-08-29 00:00:00"
10314,39123,3347,"2019-08-31 00:00:00"
10315,56283,5156,"2020-08-10 00:00:00"
10316,16453,613,"2020-10-24 00:00:00"
10317,56193,7983,"2019-09-11 00:00:00"
10318,36286,1549,"2019-03-06 00:00:00"
10319,10161,447,"2020-03-19 00:00:00"
10320,36451,3540,"2020-10-12 00:00:00"
10321,48244,3397,"2019-06-14 00:00:00"
10322,35783,147,"2019-01-03 00:00:00"
10323,31458,8571,"2019-06-11 00:00:00"
10324,31332,246,"2020-04-21 00:00:00"
10325,2441,3865,"2019-09-26 00:00:00"
10326,17410,3734,"2020-05-22 00:00:00"
10327,53987,1880,"2019-11-05 00:00:00"
10328,72769,1134,"2019-06-30 00:00:00"
10329,67099,4812,"2019-09-25 00:00:00"
10330,24522,4942,"2019-10-14 00:00:00"
10331,6699,1810,"2019-01-27 00:00:00"
10332,54735,2709,"2019-03-25 00:00:00"
10333,21587,5275,"2019-12-07 00:00:00"
10334,67447,1373,"2019-05-01 00:00:00"
10335,24956,6993,"2020-07-06 00:00:00"
10336,41558,5390,"2019-08-09 00:00:00"
10337,24860,8155,"2019-03-19 00:00:00"
10338,11241,8206,"2019-03-28 00:00:00"
10339,16449,279,"2019-04-04 00:00:00"
10340,40164,8183,"2019-12-26 00:00:00"
10341,73598,8010,"2020-02-01 00:00:00"
10342,28088,1461,"2019-02-06 00:00:00"
10343,27629,2491,"2019-08-08 00:00:00"
10344,31739,739,"2020-02-13 00:00:00"
10345,42847,316,"2019-06-17 00:00:00"
10346,20956,2376,"2019-05-22 00:00:00"
10347,9192,4109,"2019-12-16 00:00:00"
10348,41976,1376,"2019-12-16 00:00:00"
10349,47457,6256,"2020-06-14 00:00:00"
10350,66016,1498,"2020-06-25 00:00:00"
10351,49685,4682,"2020-05-27 00:00:00"
10352,27725,3554,"2020-09-06 00:00:00"
10353,32779,3025,"2020-08-12 00:00:00"
10354,19720,619,"2019-01-24 00:00:00"
10355,48073,3218,"2019-04-21 00:00:00"
10356,43505,6042,"2019-03-12 00:00:00"
10357,74146,3418,"2019-10-25 00:00:00"
10358,474,5461,"2020-11-16 00:00:00"
10359,60050,2787,"2019-04-07 00:00:00"
10360,34465,7840,"2019-08-29 00:00:00"
10361,14422,8344,"2019-02-24 00:00:00"
10362,2895,1468,"2020-11-18 00:00:00"
10363,25228,1136,"2020-10-18 00:00:00"
10364,55101,6684,"2020-09-09 00:00:00"
10365,36422,6773,"2020-11-23 00:00:00"
10366,33709,3467,"2019-10-04 00:00:00"
10367,71219,5938,"2019-09-13 00:00:00"
10368,32356,6630,"2019-10-04 00:00:00"
10369,31165,1973,"2019-10-01 00:00:00"
10370,24189,3212,"2019-01-26 00:00:00"
10371,54861,7982,"2020-06-06 00:00:00"
10372,15377,8695,"2019-11-05 00:00:00"
10373,7120,4883,"2020-10-23 00:00:00"
10374,72607,8975,"2019-12-08 00:00:00"
10375,685,1765,"2019-08-28 00:00:00"
10376,32359,5655,"2020-06-21 00:00:00"
10377,55340,3626,"2020-06-07 00:00:00"
10378,42747,922,"2020-02-07 00:00:00"
10379,35031,5074,"2019-10-08 00:00:00"
10380,54967,5964,"2020-07-22 00:00:00"
10381,64597,8272,"2019-05-28 00:00:00"
10382,6625,1673,"2020-12-01 00:00:00"
10383,21860,4312,"2020-01-20 00:00:00"
10384,58645,5973,"2020-07-08 00:00:00"
10385,26291,5288,"2019-01-13 00:00:00"
10386,75200,292,"2020-11-19 00:00:00"
10387,58336,5185,"2019-05-14 00:00:00"
10388,68771,3079,"2019-11-03 00:00:00"
10389,29162,2778,"2019-05-08 00:00:00"
10390,17625,8793,"2019-08-20 00:00:00"
10391,7139,5461,"2020-03-10 00:00:00"
10392,10612,1000,"2020-10-08 00:00:00"
10393,73314,4738,"2019-11-28 00:00:00"
10394,48044,7723,"2020-01-12 00:00:00"
10395,35379,4816,"2020-07-12 00:00:00"
10396,17572,7584,"2020-06-30 00:00:00"
10397,8847,1689,"2019-07-06 00:00:00"
10398,69341,5514,"2020-06-14 00:00:00"
10399,38578,4751,"2020-11-02 00:00:00"
10400,47275,4300,"2019-04-06 00:00:00"
10401,75785,1532,"2020-04-06 00:00:00"
10402,58324,2325,"2019-01-10 00:00:00"
10403,38059,2983,"2019-08-10 00:00:00"
10404,52761,1135,"2019-08-10 00:00:00"
10405,74678,4755,"2019-02-14 00:00:00"
10406,69320,1737,"2019-08-26 00:00:00"
10407,60930,758,"2020-05-03 00:00:00"
10408,55495,4628,"2020-02-25 00:00:00"
10409,12117,3282,"2020-11-09 00:00:00"
10410,43350,5945,"2019-12-08 00:00:00"
10411,23750,5094,"2020-01-28 00:00:00"
10412,69622,7088,"2019-06-24 00:00:00"
10413,25964,3711,"2020-05-05 00:00:00"
10414,48022,6302,"2019-11-15 00:00:00"
10415,15123,6660,"2020-11-17 00:00:00"
10416,19270,6836,"2020-01-03 00:00:00"
10417,72675,7673,"2019-12-28 00:00:00"
10418,39167,2887,"2019-01-07 00:00:00"
10419,51770,860,"2020-08-30 00:00:00"
10420,50476,217,"2019-09-01 00:00:00"
10421,72042,2071,"2020-08-30 00:00:00"
10422,48808,263,"2020-01-10 00:00:00"
10423,34979,587,"2019-06-30 00:00:00"
10424,31378,2285,"2019-09-28 00:00:00"
10425,21553,4334,"2019-02-19 00:00:00"
10426,7949,7812,"2019-03-04 00:00:00"
10427,66907,8144,"2019-06-08 00:00:00"
10428,59222,8432,"2020-03-19 00:00:00"
10429,7449,209,"2019-06-06 00:00:00"
10430,14379,8525,"2019-05-11 00:00:00"
10431,21671,3942,"2020-02-12 00:00:00"
10432,18467,6469,"2020-07-27 00:00:00"
10433,6106,7736,"2020-05-15 00:00:00"
10434,67838,1435,"2019-11-25 00:00:00"
10435,66066,8159,"2019-12-05 00:00:00"
10436,63421,5341,"2019-04-03 00:00:00"
10437,12826,5711,"2019-12-27 00:00:00"
10438,18968,3568,"2019-06-11 00:00:00"
10439,3021,5086,"2020-03-24 00:00:00"
10440,28878,5812,"2020-02-01 00:00:00"
10441,21517,7714,"2020-05-14 00:00:00"
10442,27393,6802,"2019-09-27 00:00:00"
10443,41251,8946,"2019-03-19 00:00:00"
10444,17010,7377,"2020-09-16 00:00:00"
10445,24724,3693,"2020-06-23 00:00:00"
10446,753,4101,"2019-06-19 00:00:00"
10447,69864,7725,"2020-08-09 00:00:00"
10448,11528,1312,"2019-09-06 00:00:00"
10449,75271,4462,"2019-06-27 00:00:00"
10450,6554,8483,"2019-06-20 00:00:00"
10451,13430,4546,"2020-10-31 00:00:00"
10452,28898,3790,"2020-03-11 00:00:00"
10453,22998,3681,"2020-02-25 00:00:00"
10454,67726,3889,"2020-09-28 00:00:00"
10455,27309,8721,"2019-07-15 00:00:00"
10456,52216,669,"2019-04-10 00:00:00"
10457,37750,1664,"2019-03-09 00:00:00"
10458,8980,5016,"2019-08-12 00:00:00"
10459,38909,4457,"2020-10-14 00:00:00"
10460,55229,6237,"2019-10-05 00:00:00"
10461,39618,8030,"2020-11-18 00:00:00"
10462,61781,7215,"2019-10-17 00:00:00"
10463,21881,8433,"2020-02-27 00:00:00"
10464,37484,8097,"2019-11-22 00:00:00"
10465,31612,807,"2019-04-08 00:00:00"
10466,69607,136,"2020-09-21 00:00:00"
10467,28519,285,"2019-05-28 00:00:00"
10468,48383,8027,"2020-06-04 00:00:00"
10469,33660,4610,"2019-06-03 00:00:00"
10470,16014,7694,"2020-06-09 00:00:00"
10471,32609,5327,"2019-05-15 00:00:00"
10472,44229,6016,"2020-06-13 00:00:00"
10473,23316,621,"2019-01-15 00:00:00"
10474,5062,261,"2020-09-26 00:00:00"
10475,20089,2767,"2019-09-01 00:00:00"
10476,37346,8207,"2019-10-21 00:00:00"
10477,70515,3466,"2020-11-22 00:00:00"
10478,37136,5896,"2019-07-25 00:00:00"
10479,5639,294,"2019-12-31 00:00:00"
10480,41297,3485,"2020-10-23 00:00:00"
10481,47090,423,"2020-05-26 00:00:00"
10482,36166,2746,"2020-02-18 00:00:00"
10483,70419,3499,"2019-02-25 00:00:00"
10484,41860,5345,"2020-09-11 00:00:00"
10485,31705,4420,"2019-02-03 00:00:00"
10486,34070,303,"2020-11-26 00:00:00"
10487,58997,6952,"2020-02-24 00:00:00"
10488,292,6561,"2019-07-19 00:00:00"
10489,21579,6644,"2019-03-01 00:00:00"
10490,2100,4402,"2020-03-03 00:00:00"
10491,68123,1265,"2020-01-21 00:00:00"
10492,53249,5480,"2020-07-08 00:00:00"
10493,1981,3536,"2019-02-07 00:00:00"
10494,32932,2114,"2019-03-09 00:00:00"
10495,384,5084,"2020-03-24 00:00:00"
10496,18566,5045,"2020-12-01 00:00:00"
10497,32898,1300,"2019-08-25 00:00:00"
10498,52725,5585,"2020-11-19 00:00:00"
10499,20732,2564,"2020-08-15 00:00:00"
10500,37576,1977,"2019-11-02 00:00:00"
10501,33831,5043,"2020-08-10 00:00:00"
10502,30882,7199,"2020-10-13 00:00:00"
10503,50154,3848,"2019-03-26 00:00:00"
10504,1731,8331,"2019-12-19 00:00:00"
10505,22621,3560,"2020-03-18 00:00:00"
10506,73226,3573,"2020-05-23 00:00:00"
10507,15606,5111,"2020-09-27 00:00:00"
10508,58675,5768,"2019-11-17 00:00:00"
10509,5691,1572,"2019-02-04 00:00:00"
10510,74622,6205,"2019-08-24 00:00:00"
10511,10973,3589,"2020-08-02 00:00:00"
10512,6180,8328,"2019-02-13 00:00:00"
10513,72016,7620,"2019-02-28 00:00:00"
10514,23389,5907,"2019-11-28 00:00:00"
10515,31090,4845,"2019-11-19 00:00:00"
10516,56892,3609,"2019-07-19 00:00:00"
10517,3912,6741,"2019-08-10 00:00:00"
10518,32430,3680,"2019-01-22 00:00:00"
10519,27511,1130,"2020-09-14 00:00:00"
10520,10259,6068,"2019-03-14 00:00:00"
10521,70505,5273,"2020-07-31 00:00:00"
10522,30125,3798,"2020-09-22 00:00:00"
10523,46154,6346,"2020-05-21 00:00:00"
10524,31519,497,"2019-02-20 00:00:00"
10525,3865,8146,"2020-03-15 00:00:00"
10526,5164,6524,"2020-08-28 00:00:00"
10527,17086,3702,"2020-04-21 00:00:00"
10528,73974,7995,"2020-02-15 00:00:00"
10529,13042,7376,"2019-02-24 00:00:00"
10530,62932,6404,"2019-11-12 00:00:00"
10531,74705,3316,"2020-02-27 00:00:00"
10532,10472,532,"2020-07-28 00:00:00"
10533,72279,1947,"2020-06-01 00:00:00"
10534,3284,6809,"2019-10-17 00:00:00"
10535,9710,1005,"2020-02-11 00:00:00"
10536,21460,6155,"2020-04-16 00:00:00"
10537,51334,5955,"2019-11-25 00:00:00"
10538,73667,4313,"2020-01-23 00:00:00"
10539,21509,1196,"2019-04-12 00:00:00"
10540,38439,2794,"2020-03-20 00:00:00"
10541,32153,5463,"2019-07-04 00:00:00"
10542,36804,1657,"2019-03-01 00:00:00"
10543,60301,6972,"2020-05-31 00:00:00"
10544,47652,4154,"2020-12-03 00:00:00"
10545,54311,1614,"2019-01-04 00:00:00"
10546,53543,4032,"2020-10-14 00:00:00"
10547,11321,435,"2019-04-29 00:00:00"
10548,59506,3313,"2019-04-21 00:00:00"
10549,60330,927,"2019-10-09 00:00:00"
10550,23237,8448,"2019-06-09 00:00:00"
10551,29,7188,"2019-12-01 00:00:00"
10552,57968,5081,"2020-08-04 00:00:00"
10553,60448,4498,"2019-04-16 00:00:00"
10554,20372,4873,"2019-11-01 00:00:00"
10555,18413,6468,"2020-09-26 00:00:00"
10556,62510,5305,"2019-07-27 00:00:00"
10557,64087,7591,"2019-12-01 00:00:00"
10558,24449,2495,"2019-04-10 00:00:00"
10559,15506,3256,"2020-06-26 00:00:00"
10560,2957,981,"2020-06-25 00:00:00"
10561,35815,7511,"2020-08-01 00:00:00"
10562,50761,2915,"2019-09-21 00:00:00"
10563,23467,7608,"2019-11-27 00:00:00"
10564,15026,6591,"2019-06-23 00:00:00"
10565,61269,859,"2020-07-26 00:00:00"
10566,30737,1290,"2019-08-03 00:00:00"
10567,22543,7216,"2020-09-28 00:00:00"
10568,54514,2959,"2019-03-06 00:00:00"
10569,60706,6254,"2020-05-24 00:00:00"
10570,68522,2432,"2019-02-24 00:00:00"
10571,14753,2381,"2019-02-25 00:00:00"
10572,2591,1874,"2020-08-11 00:00:00"
10573,30677,1308,"2019-05-22 00:00:00"
10574,29304,414,"2019-04-20 00:00:00"
10575,54952,4697,"2020-05-09 00:00:00"
10576,59878,8840,"2019-12-28 00:00:00"
10577,62885,8376,"2020-08-13 00:00:00"
10578,11293,29,"2019-04-06 00:00:00"
10579,48703,5485,"2019-11-16 00:00:00"
10580,74053,5517,"2020-02-28 00:00:00"
10581,4998,8593,"2020-11-25 00:00:00"
10582,49021,6230,"2019-06-25 00:00:00"
10583,34336,7130,"2020-05-03 00:00:00"
10584,15005,3196,"2020-06-15 00:00:00"
