publisher_id,publisher_name
29902,"Vintage Contemporaries"
29955,"Houghton Mifflin"
29988,"Harcourt Children's Books"
30032,"Grove Press  Black Cat"
30039,"Candlewick Press"
30078,"Southern Methodist University Press"
30080,"Collectors Library"
30158,"Amistad Press"
30163,"Winter on the Farm (My First Little House)"
30176,"Bureau of Public Secrets"
30198,"Beacon Press (Boston)"
30270,Island
30311,"Contemporary Books"
30409,"B.E.S. Publishing"
30423,"Apple Paperbacks (Scholastic)"
30428,"Collector's Library"
30606,Pantheon
30611,"Price Stern Sloan"
30636,Candlewick
30645,"Harcourt  Brace  Jovanovich"
30674,"Fulcrum Publishing"
30717,Birlinn
30720,"Stonewall Inn Editions"
30729,"Souvenir Press"
30731,"Hub City Press"
30763,"Rowohlt Taschenbuch Verlag GmbH"
30767,"Abingdon Press"
30777,"L.A. Weekly Books"
30782,"Public Square Books"
30799,Vertigo
30849,Puffin
30880,TEA
30969,"Montlake Romance"
30993,"Penguin Books Ltd. (London)"
31009,"Kregel Publications"
31010,"Ullstein Buchverlage GmbH & Co. KG / Ullstein Tas"
31020,"Big Finish"
31114,"Grand Central Life & Style"
31128,"Harvard University Press"
31163,"Barefoot Books"
31197,"Holt  Rinehart and Winston  Inc."
31253,"LSU Press"
31288,"Ebury Press"
31299,"Atlas Books/HarperCollins Publishers"
31308,Kindle
31322,"Chalice Press"
31343,Liveright
31403,"Daw Books"
31455,"Droemer Knaur"
31478,"St. Martin's Minotaur"
31496,"Gramercy Books"
31510,"Penguin Young Readers"
31599,"Sterling Children's Books"
31666,"University of Arkansas Press"
31733,"DAW Hardcover"
31769,"Vacation Work Publications"
31770,Raintree
31846,"Sun and Moon Press"
31868,"Mountaineers Books"
31876,"Secker and Warburg"
31879,"Cavendish Square Publishing"
31907,"Vintage/Ebury (A Division of Random House Group)"
31953,"角川書店 (Kadokawa Shoten)"
31957,"Microsoft Press"
31969,Picador
32041,"Penguin Books Ltd"
32213,"Alliance Publishing"
32259,Cisne
32268,Cardoza
32299,"Bedford/St. Martin's"
32337,Deodand
32382,"Icon Books"
32390,"Emecé Editores"
32418,"Harrison House"
32433,"Square Fish"
32490,"Berkley Publishing"
32550,"Parker Publishing Llc"
32572,"Prentice Hall PTR"
32597,"Pippin Publishing"
32648,Voyager
32694,"Meredith Corporation"
32800,Hyperion
32863,"University of Chicago Press"
32868,"Harlequin Anthologies"
32870,"French & European Pubns"
32873,"Self-Realization Fellowship Publishers"
32878,"Aris & Phillips"
32944,"University of Massachusetts Press"
32979,"New Riders Publishing"
33006,"Worth Publishers"
33021,"Recorded Books"
33049,"Warner Adult"
33096,"Dial Press Trade Paperback"
33107,"Hodder Mobius"
33114,"Express Publishing"
33123,"VIZ Media LLC"
33127,"Paris Press"
33157,"Clarkson Potter"
33191,"Crown Forum"
33195,"Arcadia Publishing (SC)"
33212,"Little  Brown"
33273,"University of Michigan Press"
33343,"John F. Blair  Publisher"
33347,"Boston Common Press"
33348,"Henry Holt & Company"
33358,"Zenith Press"
33450,Pocket
33461,"Anchor Bible"
33485,"Tommy Nelson"
33494,Reclam
33538,"Atlantic Books"
33540,"Alfred A. Knopf"
33547,"Waking Lion Press"
33557,Portfolio
33560,"Birlinn Ltd"
33570,"Éditions de Minuit"
33601,"Barnes  Noble"
33622,"Dark Horse"
33624,"Mills & Boon"
33630,"David C. Cook"
33650,"HarperCollins Publishers"
33662,"Chartwell Books"
33665,"Piper Verlag"
33672,"Writer's Digest Books"
33727,"Applewood Books"
33818,"Time Warner Paperbacks"
33819,"Sumach Press"
33830,"Between the Lines Productions"
33865,"Atlantic Books (UK)"
33873,"Barnes & Noble"
33947,"Black Classic Press"
34058,"Library of American Comics"
34068,"Peter Smith Publisher  Inc."
34103,"Barrington Stoke"
34109,"Orbit Books"
34266,"Harper Perennial Classics"
34291,Avon
34319,"River City Publishing"
34363,"Cleis Press"
34410,"Pogue Press"
34503,"Penguin Books/Penguin Popular Classics"
34509,Klincksieck
34528,Penguin-HighBridge
34550,Heinle
34608,"MacMillan Audio"
34647,Crown
34704,"Folio histoire"
34715,"London : Collins  2004."
34737,Penguin
34753,"Ann Arbor Media"
34763,Booket
34777,"Haymarket Books"
34779,Dell
34793,"Hackett Publishing Company (Indianapolis  IN)"
34822,"Loyola Classics"
34842,"Bantam Spectra"
34879,"Circlet Press"
34887,"The Putnam & Grosset Group"
34904,Turtleback
34913,"Barn Owl Books"
34916,"Summit University Press"
34928,"University of New Mexico Press"
34982,"Benjamin Cummings"
34983,"Soho Crime"
34989,"Collins Publishers"
35053,"Fithian Press"
35068,"New World Publishing"
35122,"Sophia Institute Press"
35149,"Ullstein Tb"
35151,Legend
35257,時報出版
35261,"Arrow (A Division of Random House Group)"
35266,"Tauris Parke Paperbacks"
35282,"Windsor Golden Series"
35291,"Random House Large Print Publishing"
35308,"Allen & Ulwin"
35471,"Adamant Media Corporation"
35491,"Perennial / William Morrow / HarperCollins"
35540,"Simon & Schuster Simon Pulse"
35575,"Random House Vintage Books"
35608,"Random House Audio"
35636,"Twin Palms Publishers"
35644,"Boosey & Hawkes Inc"
35649,"Specialty Press"
35653,"Presidio Press"
35657,"Andrews McMeel Publishing"
35660,"Viz Media"
35719,"Profile Books"
35754,"Course Technology"
35794,Points
35799,"Northwestern Univ Press"
35840,"Monkfish Book Publishing"
35849,"Shaye Areheart Books"
35852,"The New York Review Children's Collection"
35983,Plume
35995,"William Morrow / HarperCollins / Harper Perennial"
35997,Gollancz
36013,"Random House Vintage"
36038,"Belknap Press of Harvard University Press"
36067,"Bloomsbury Children's Books"
36165,"Nelson Books"
36438,"Puffin Group"
36505,Distribooks
36531,"Penguin (Non-Classics)"
36571,"Amereon Limited"
36592,"Random House Trade"
36608,"Margaret K. McElderry Books"
36724,"Galahad Books"
36737,"Jonathan Cape"
36781,"Deadite Press (Eraserhead Press)"
36983,"Fleming H Revell Co"
36994,"Simon & Schuster Books for Young Readers"
37061,"Storey Publishing  LLC"
37082,"Bollingen/Princeton University Press (NJ)"
37093,"The Monacelli Press"
37104,"Inner City Books"
37125,"Europa Editions"
37193,"Putnam Adult"
37229,"Gollehon Books"
37242,"New Press (NY)"
37280,"Award Books"
37328,Forge
37391,"Eraserhead Press"
37414,"Editions du Rocher"
37489,"White Wolf Games Studio"
37493,"Pavilion Press (Wi)"
37573,"Orion Publishing Group  Ltd."
37663,"Ivy Books"
37695,"The Chicken House"
37711,"Bloomsbury Arden Shakespeare"
37746,"F. Meiner"
37760,"New Falcon Publications"
37785,"William Heinemann"
37819,"Prentice Hall/Scribner/Macmillan"
37915,Charnwood
37918,"Robert Rose"
37939,"Diana TB"
37940,"Westminster John Knox Press"
37984,"Samhain Publishing"
38015,"Metropolitan Books"
38089,"Random House for Young Readers"
38132,"Cybereditions Corp"
38231,"Audio Renaissance"
38238,"Dial Books"
38241,"Thames & Hudson Ltd"
38243,"Moyer Bell and its subsidiaries"
38383,"Krause Publications"
38474,"Allen Lane"
38479,Topaz
38548,"Harper Trophy"
38593,"Indiana University Press"
38622,Verso
38649,"Penguin Audio"
38713,AudioGO
38727,"Simon  Schuster/Paula Wiseman Books"
38755,"Dutton Books"
38782,Bertrand
38821,"Critica (Grijalbo Mondadori)"
38852,"Clarity Press"
38859,"David R. Godine"
38872,"Blue Sky Press"
38873,"Pi Press"
38878,"Abdo Publishing Company"
38883,"Paul Mellon Centre BA"
38893,"Phoenix Books/University of Chicago Press (IL)"
38927,"Omnibus Hc Bei Bertelsmann"
38938,Ullstein
39071,"Da Capo Press"
39093,Dutton
39116,"Nostalgia Ventures"
39146,"Gauntlet Press"
39158,"Christian Classics"
39193,"Dover Publications"
39218,Signet
39219,"Delacorte Books"
39297,Hartorch
39313,"The Liffey Press"
39430,Debolsillo
39541,"Simon & Schuster Libros en Español"
39550,Rivages
39562,"W. W. Norton & Co."
39566,Atlantic
39579,"International Publishers"
39582,"Kent State University Press (OH)"
39624,Broadway
39712,"Picador  Macmillan Publishers Ltd"
39752,"Beltz und Gelberg"
39763,"Fawcett Books"
39782,"Harlequin Temptation"
39910,"Trafford Publishing"
39911,"Canongate Books"
40012,"National Geographic"
40089,"Pan Publishing"
40102,"Teacher's Pet Publications  Inc."
40129,"Creation Books"
40134,Glénat
40191,"The Bodley Head Ltd"
40269,"Fourth Estate Ltd"
40290,"Jimmy Patterson"
40350,"Bastei Lübbe"
40353,"Academic Press"
40446,"Scribner Classics"
40542,"New Tradition Books"
40603,"Alfabeta Bokförlag"
40640,"BBC Audiobooks"
40656,"Free Spirit Publishing"
40675,Tanglewood
40693,"Sidran Press"
40735,Laffont
40839,Everyman
40852,"Bantam (Fanfare Imprint)"
40874,"John Wiley"
40899,"Manning Publications"
40904,"Broadway Business"
41128,"Owl Books (Henry Holt)"
41193,"Dutton Books for Young Readers"
41194,iBooks
41214,Luna
41257,"Bantam Doubleday Dell (NYC)"
41280,"McGraw-Hill Companies"
41344,Avery
41369,"Dragon Door Publications"
41405,"Berkley Books"
41408,"Orion Books"
41426,"Roberts Rinehart Publishers"
41450,"Penguin Group(CA)"
41451,Orchard
41466,"Cook's Illustrated"
41489,"Ohio State University Press"
41516,"Mariner Books"
41638,McGraw-Hill/Glencoe
41663,"Fireside Books"
41689,"Scholastic Inc"
41719,"Children's Classics"
41728,Scribner
41738,"Hal Leonard Publishing Corporation"
41758,"Presses de La Cite"
41762,"Vintage International"
41775,"Tor Classics"
41803,"Alfred A. Knopf Borzoi Books"
41834,"Marvel Comics"
41839,Hqn
41865,Chaosium
41867,"Random House  Inc."
41875,"Rux Martin/Houghton Mifflin Harcourt"
41920,"Suma de Letras Brasileiras"
41941,"Three Rivers Press (CA)"
41959,"Pan Macmillan Ltd. (London)"
41962,"Harpercollins Children's Books"
41964,"Roxford Books"
41982,"Welcome Books"
42082,"Plaza & Janes Editores Sa"
42089,"Redleaf Press"
42117,"Mestas Ediciones"
42170,"Wiley (TP)"
42207,"Enitharmon Press"
42213,"Palgrave Macmillan"
42218,Seuil
42226,"Bantam Classic"
42234,"University Of Minnesota Press"
42245,"Random House Large Print"
42268,"Harlequin Books"
42296,"Spectra Books"
42300,"Disney Enterprises"
42317,"Learning Matters"
42330,"Alderac Entertainment Group (AEG)"
42374,Abrams
42380,"Motorbooks International"
42438,"Lonely Planet"
42473,Harpercollins
42479,"Harlequin Romance"
42484,"Penguin Books"
42515,"Martínez Roca"
42531,"HarperCollins Leadership"
42532,"Viking UK"
42593,"Editorial Diana"
42601,TSR
42610,"George Braziller Inc."
42622,"Kids Can Press"
42642,"HarperCollins Publishers  Inc."
42659,"Ryland Peters & Small"
42832,"Orchard Books (NY)"
42871,"Darton  Longman & Todd"
42889,"Omnibus Press"
42900,"San Val"
42911,Edebé
42921,"Smithsonian Books"
42966,"Image Comics"
43019,"Readers Digest"
43032,"Farrar  Straus & Giroux"
43054,"Atelos Press"
43148,"Plaza y Janes"
43159,"Challenge Press  Inc./Challcrest Press"
43207,HarperVoyager
43210,"Greenery Press (CA)"
43286,"Oxford University Press"
43325,"Taplinger Publishing"
43339,Jossey-Bass
43353,Counterpoint
43406,"Island Books"
43439,"Longman Publishing Group"
43441,Quinteto
43544,"Moody Publishers"
43577,"Five Star Trade"
43585,"Paul Dry Books"
43604,Vintage/Ebury
43699,"Three Rivers Press"
43768,"Psychology Press"
43820,LWW
43859,"Ten Speed Press"
43931,Dundurn
43949,"University of Utah Press"
44151,"St. Martin's True Crime"
44197,"Hamish hamilton"
44255,"Harlequin Special Releases"
44280,"Plaza & Janés"
44305,"Alan Rodgers Books"
44418,"Pocket Star"
44454,"Chicken House / Scholastic"
44457,"Riverhead Hardcover"
44555,"Oxford University Press  USA"
44556,Heinemann
44564,"American Girl Publishing Inc"
44571,"Fantasy Flight Games"
44579,"Little Simon"
44596,Pearson
44610,"Liveright Publishing Corp."
44846,"Pelican Publishing"
44944,"Wasendorf & Associates Inc"
44954,BradyGames
44958,Panther
44960,"Harcourt  Brace Jovanovich/Harvest"
45058,"Allyn & Bacon"
45124,"Harcourt Brace"
45132,"Twenty-First Century Books (CT)"
45145,"Hill and Wang"
45265,"Silhouette Books"
45418,Flamingo
45456,"Castle Books"
45462,"New York Review Children's Collection"
45489,Montena
45550,"BBC Worldwide"
45590,"F & W Publications Inc."
45619,"Park Street Press"
45687,"Skylight Paths Publishing"
45699,"Anchor Canada"
45712,"Harcourt  Inc.(Harvest Book)"
45756,"Honor Books"
45758,Ballantine
45775,"US Naval Institute Press"
45851,"Mel Bay Publications  Inc."
45871,Wiley
45898,"It Books"
45920,"See Sharp Press"
45956,"Fredonia Books (NL)"
45995,"Ace Trade"
45996,"Fourth Estate Paperbacks"
46038,"Wildside Press"
46060,"Rupa & Co"
46101,"Penguin Books Ltd."
46163,"Fab Press"
46180,"Filiquarian Publishing  LLC."
46181,"Avon Books"
46207,"Harvard Common Press"
46372,"Harper Perennial (HarperCollins)"
46383,Mondadori
46423,"Cherry Lane Music Company"
46435,"Marion Boyars Publishers Ltd"
46460,"Signet Classics"
46527,"Titan Books Ltd"
46569,"New Island Books"
46638,"Benjamin-Cummings Publishing Company"
46773,Arrow
46825,"Scholastic Nonfiction"
46843,"Millipede Press"
46845,"Mira books"
46921,"Y Lolfa"
46940,Tusquets
47134,Fodor's
47160,"University of Wisconsin Press"
47175,HarperTeen
47193,"HarperCollins Espanol"
