rating_id,book_id,user_id,rating,rating_date
174,10001,638,4,"2016-10-04 00:00:00"
175,10001,1198,4,"2018-04-17 00:00:00"
176,10001,1047,1,"2017-11-14 00:00:00"
177,10001,1067,3,"2017-12-06 00:00:00"
178,10001,386,4,"2016-01-26 00:00:00"
179,10001,1380,4,"2018-10-16 00:00:00"
180,10001,1226,3,"2018-05-14 00:00:00"
181,10001,1728,1,"2019-09-26 00:00:00"
182,10001,1096,4,"2018-01-05 00:00:00"
183,10001,609,2,"2016-09-03 00:00:00"
184,10001,502,3,"2016-05-20 00:00:00"
185,10001,1623,4,"2019-06-16 00:00:00"
186,10001,97,3,"2015-04-11 00:00:00"
187,10001,1147,2,"2018-02-23 00:00:00"
188,10001,261,1,"2015-09-20 00:00:00"
189,10001,901,3,"2017-06-23 00:00:00"
190,10001,1497,2,"2019-02-08 00:00:00"
191,10001,1841,1,"2011-02-17 00:00:00"
192,10001,1015,2,"2017-10-14 00:00:00"
193,10001,900,4,"2017-06-23 00:00:00"
194,10001,1303,1,"2018-07-28 00:00:00"
195,10001,1371,3,"2018-10-06 00:00:00"
196,10001,290,2,"2015-10-20 00:00:00"
197,10001,878,4,"2017-06-01 00:00:00"
198,10001,1096,1,"2018-01-02 00:00:00"
199,10001,611,2,"2016-09-05 00:00:00"
200,10001,1531,3,"2010-08-10 00:00:00"
201,10001,1958,4,"2020-05-16 00:00:00"
202,10001,1381,4,"2010-02-14 00:00:00"
203,10001,1792,4,"2019-12-02 00:00:00"
204,10001,1880,3,"2020-02-27 00:00:00"
205,10001,1097,2,"2018-01-04 00:00:00"
206,10001,514,2,"2016-05-31 00:00:00"
207,10001,788,3,"2017-03-02 00:00:00"
208,10001,783,3,"2017-02-25 00:00:00"
209,10001,174,3,"2015-06-27 00:00:00"
210,10001,850,1,"2017-05-01 00:00:00"
211,10001,1827,4,"2020-01-06 00:00:00"
212,10001,1769,3,"2019-11-08 00:00:00"
213,10001,1303,3,"2010-03-06 00:00:00"
214,10001,1375,1,"2018-10-08 00:00:00"
215,10001,1293,2,"2018-07-19 00:00:00"
216,10001,1628,4,"2019-06-21 00:00:00"
217,10001,410,1,"2016-02-16 00:00:00"
218,10001,1089,2,"2017-12-27 00:00:00"
219,10001,352,2,"2015-12-21 00:00:00"
220,10001,1442,2,"2018-12-15 00:00:00"
221,10001,1619,2,"2010-09-04 00:00:00"
222,10001,660,1,"2016-10-23 00:00:00"
223,10001,1820,2,"2019-12-28 00:00:00"
224,10001,513,1,"2016-05-29 00:00:00"
225,10001,920,3,"2017-07-12 00:00:00"
226,10001,802,4,"2017-03-17 00:00:00"
227,10001,977,4,"2017-09-08 00:00:00"
228,10001,1389,2,"2018-10-23 00:00:00"
229,10001,987,2,"2017-09-16 00:00:00"
230,10001,1132,4,"2018-02-10 00:00:00"
231,10001,1260,3,"2018-06-17 00:00:00"
232,10001,1184,3,"2018-04-02 00:00:00"
233,10001,491,4,"2016-05-10 00:00:00"
234,10001,1800,1,"2019-12-07 00:00:00"
235,10001,1963,2,"2020-05-19 00:00:00"
236,10001,413,3,"2016-02-21 00:00:00"
237,10001,1189,3,"2018-04-07 00:00:00"
238,10001,659,3,"2016-10-24 00:00:00"
239,10001,1210,2,"2018-04-27 00:00:00"
240,10001,385,2,"2016-01-23 00:00:00"
241,10001,1624,1,"2011-03-03 00:00:00"
242,10001,1693,3,"2019-08-24 00:00:00"
243,10001,1471,2,"2010-08-06 00:00:00"
244,10001,631,4,"2016-09-27 00:00:00"
245,10001,8,2,"2015-01-11 00:00:00"
246,10001,486,3,"2016-05-04 00:00:00"
247,10001,347,3,"2015-12-17 00:00:00"
248,10001,284,4,"2015-10-16 00:00:00"
249,10001,757,1,"2017-01-28 00:00:00"
250,10001,837,1,"2017-04-18 00:00:00"
251,10001,1840,4,"2020-01-19 00:00:00"
252,10001,1105,1,"2018-01-11 00:00:00"
253,10001,898,2,"2017-06-19 00:00:00"
254,10001,747,2,"2017-01-19 00:00:00"
255,10001,156,1,"2015-06-07 00:00:00"
256,10001,509,2,"2016-05-26 00:00:00"
257,10001,1626,4,"2019-06-19 00:00:00"
258,10001,1032,2,"2017-10-31 00:00:00"
259,10001,1271,4,"2018-06-29 00:00:00"
260,10001,331,3,"2015-12-01 00:00:00"
261,10001,732,2,"2017-01-04 00:00:00"
262,10001,397,3,"2016-02-05 00:00:00"
263,10001,1196,3,"2018-04-14 00:00:00"
264,10001,746,4,"2017-01-20 00:00:00"
265,10001,1916,1,"2020-04-01 00:00:00"
266,10001,907,3,"2017-06-29 00:00:00"
267,10001,890,4,"2017-06-13 00:00:00"
268,10001,23,4,"2015-01-28 00:00:00"
269,10001,1166,4,"2018-03-16 00:00:00"
270,10001,1076,4,"2017-12-16 00:00:00"
271,10001,1688,3,"2019-08-19 00:00:00"
272,10001,1251,1,"2017-03-20 00:00:00"
273,10001,1976,4,"2012-10-07 00:00:00"
274,10001,71,1,"2015-03-14 00:00:00"
275,10001,1222,2,"2010-03-08 00:00:00"
276,14405,226,3,"2015-08-18 00:00:00"
277,17544,1659,1,"2019-07-19 00:00:00"
278,20852,1767,3,"2019-11-06 00:00:00"
279,11829,1233,2,"2018-05-20 00:00:00"
280,18232,103,1,"2015-04-15 00:00:00"
281,13665,73,1,"2015-03-16 00:00:00"
282,14251,1963,3,"2020-05-20 00:00:00"
283,19821,1445,2,"2018-12-18 00:00:00"
284,13893,1675,2,"2019-08-05 00:00:00"
285,13354,1257,3,"2018-06-14 00:00:00"
286,20056,1214,2,"2018-05-01 00:00:00"
287,19674,1295,2,"2018-07-21 00:00:00"
288,17850,1270,1,"2018-06-25 00:00:00"
289,20053,1188,3,"2018-04-06 00:00:00"
290,15705,1746,2,"2011-07-15 00:00:00"
291,10405,130,1,"2015-05-12 00:00:00"
292,12606,330,4,"2015-12-01 00:00:00"
293,19279,33,2,"2015-02-05 00:00:00"
294,16166,1128,3,"2018-02-05 00:00:00"
295,10472,1737,3,"2019-10-07 00:00:00"
296,14182,1250,2,"2018-06-06 00:00:00"
297,10003,1211,4,"2018-04-30 00:00:00"
298,10003,1258,4,"2018-06-16 00:00:00"
299,10003,698,3,"2016-12-02 00:00:00"
300,10003,1055,4,"2017-11-25 00:00:00"
301,10003,1622,4,"2019-06-15 00:00:00"
302,10003,1536,3,"2019-03-20 00:00:00"
303,10003,1124,3,"2018-02-01 00:00:00"
304,10003,1751,1,"2011-05-12 00:00:00"
305,10003,1872,3,"2020-02-19 00:00:00"
306,10003,1072,3,"2017-12-11 00:00:00"
307,10003,1334,4,"2018-08-31 00:00:00"
308,10003,1423,3,"2018-11-27 00:00:00"
309,10003,1648,4,"2010-11-02 00:00:00"
310,10003,1690,2,"2019-08-20 00:00:00"
311,10003,1267,4,"2018-06-25 00:00:00"
312,10003,757,4,"2017-01-31 00:00:00"
313,10003,1839,4,"2020-01-18 00:00:00"
314,10003,1729,4,"2010-07-18 00:00:00"
315,10003,198,3,"2015-07-21 00:00:00"
316,10003,720,1,"2016-12-22 00:00:00"
317,10003,819,1,"2017-03-31 00:00:00"
318,10003,985,3,"2017-09-15 00:00:00"
319,10003,1849,1,"2020-01-25 00:00:00"
320,10003,1722,3,"2011-02-10 00:00:00"
321,10003,1904,3,"2010-07-09 00:00:00"
322,10003,4,2,"2015-01-07 00:00:00"
323,10003,1491,1,"2019-02-01 00:00:00"
324,10003,1822,3,"2010-05-09 00:00:00"
325,10003,1272,1,"2018-06-27 00:00:00"
326,10003,1927,3,"2012-03-04 00:00:00"
327,10003,108,3,"2015-04-22 00:00:00"
328,10003,1148,1,"2018-02-23 00:00:00"
329,10003,104,4,"2015-04-19 00:00:00"
330,10003,1366,2,"2018-09-30 00:00:00"
331,10003,754,1,"2017-01-25 00:00:00"
332,10003,1626,3,"2019-06-18 00:00:00"
333,10003,1362,4,"2018-09-28 00:00:00"
334,10003,1497,4,"2019-02-10 00:00:00"
335,10003,439,3,"2016-03-18 00:00:00"
336,10003,1017,1,"2017-10-15 00:00:00"
337,10003,741,2,"2017-01-13 00:00:00"
338,10003,1991,1,"2020-06-15 00:00:00"
339,10003,368,1,"2016-01-05 00:00:00"
340,10003,1809,3,"2010-04-21 00:00:00"
341,10003,1559,2,"2010-08-18 00:00:00"
342,10003,1038,1,"2017-11-05 00:00:00"
343,10003,1074,1,"2017-12-11 00:00:00"
344,10003,504,2,"2016-05-21 00:00:00"
345,10003,764,3,"2017-02-06 00:00:00"
346,10003,1690,4,"2019-08-22 00:00:00"
347,10003,841,3,"2017-04-24 00:00:00"
348,10003,275,4,"2015-10-07 00:00:00"
349,10003,110,1,"2015-04-22 00:00:00"
350,10003,1132,1,"2010-09-21 00:00:00"
351,10003,1079,1,"2017-12-16 00:00:00"
352,10003,1676,3,"2019-08-07 00:00:00"
353,10003,1566,1,"2019-04-17 00:00:00"
354,10003,751,3,"2017-01-24 00:00:00"
355,10003,558,1,"2016-07-13 00:00:00"
356,10003,1787,2,"2012-01-06 00:00:00"
357,10003,436,4,"2016-03-16 00:00:00"
358,10003,505,1,"2016-05-21 00:00:00"
359,10003,119,4,"2015-05-04 00:00:00"
360,10003,1615,3,"2019-06-07 00:00:00"
361,10003,1316,1,"2010-10-13 00:00:00"
362,10003,667,3,"2012-01-31 00:00:00"
363,10003,1039,4,"2017-11-09 00:00:00"
364,10003,784,4,"2017-02-27 00:00:00"
365,10003,1397,1,"2018-10-30 00:00:00"
366,10003,1016,3,"2017-10-16 00:00:00"
367,10003,1520,2,"2019-03-03 00:00:00"
368,10003,935,2,"2017-07-26 00:00:00"
369,10003,547,2,"2016-07-03 00:00:00"
370,10003,1473,4,"2019-01-17 00:00:00"
371,10003,145,1,"2015-05-27 00:00:00"
372,10003,130,4,"2015-05-15 00:00:00"
373,10003,884,2,"2017-06-05 00:00:00"
374,10003,345,2,"2015-12-14 00:00:00"
375,10003,351,2,"2015-12-20 00:00:00"
376,10003,42,1,"2015-02-13 00:00:00"
377,10003,1256,3,"2018-06-13 00:00:00"
378,10003,898,4,"2017-06-21 00:00:00"
379,10003,721,2,"2016-12-24 00:00:00"
380,10003,690,4,"2016-11-25 00:00:00"
381,10003,1617,1,"2019-06-07 00:00:00"
382,10003,236,1,"2015-08-26 00:00:00"
383,10003,499,1,"2016-05-15 00:00:00"
384,10003,1045,2,"2017-11-13 00:00:00"
385,10003,856,4,"2017-05-10 00:00:00"
386,10003,1737,4,"2019-10-08 00:00:00"
387,10003,332,1,"2015-11-30 00:00:00"
388,10003,1814,4,"2019-12-24 00:00:00"
389,10003,1863,4,"2020-02-11 00:00:00"
390,13363,724,3,"2016-12-28 00:00:00"
391,11142,1407,3,"2018-11-11 00:00:00"
392,10192,138,2,"2015-05-21 00:00:00"
393,12758,696,3,"2016-11-30 00:00:00"
394,14122,920,1,"2017-07-10 00:00:00"
395,13597,1491,2,"2019-02-02 00:00:00"
396,10404,55,1,"2015-02-26 00:00:00"
397,17974,1981,3,"2020-06-07 00:00:00"
398,19292,372,1,"2016-01-09 00:00:00"
399,11121,1842,3,"2020-01-20 00:00:00"
400,13177,1034,4,"2017-11-04 00:00:00"
401,21078,1386,3,"2010-06-11 00:00:00"
402,10041,1158,3,"2018-03-07 00:00:00"
403,15620,472,1,"2016-04-18 00:00:00"
404,10251,924,3,"2017-07-16 00:00:00"
405,14856,787,2,"2017-02-28 00:00:00"
406,11530,495,4,"2016-05-14 00:00:00"
407,18926,389,3,"2016-01-28 00:00:00"
408,13091,68,3,"2015-03-13 00:00:00"
409,18714,1536,1,"2019-03-18 00:00:00"
410,20838,1809,2,"2019-12-17 00:00:00"
411,20503,664,3,"2016-10-29 00:00:00"
412,13598,91,2,"2015-04-04 00:00:00"
413,12589,613,4,"2016-09-09 00:00:00"
414,11111,1030,3,"2017-10-30 00:00:00"
415,20170,1497,2,"2019-02-08 00:00:00"
416,11508,1967,1,"2020-05-22 00:00:00"
417,12198,1826,2,"2011-04-03 00:00:00"
418,16091,1752,4,"2015-05-12 00:00:00"
419,14936,1821,2,"2012-03-01 00:00:00"
420,11285,1756,4,"2019-10-27 00:00:00"
421,16229,1259,3,"2010-04-08 00:00:00"
422,16455,950,1,"2017-08-09 00:00:00"
423,19004,1610,1,"2019-05-31 00:00:00"
424,10474,446,4,"2016-03-26 00:00:00"
425,18267,380,1,"2016-01-17 00:00:00"
426,11199,1146,2,"2017-02-03 00:00:00"
427,18717,1793,3,"2019-12-02 00:00:00"
428,12993,959,2,"2017-08-19 00:00:00"
429,10713,1151,4,"2018-03-01 00:00:00"
430,20715,818,2,"2017-03-31 00:00:00"
431,19273,70,2,"2015-03-14 00:00:00"
432,12500,39,1,"2015-02-10 00:00:00"
433,18542,1706,4,"2019-09-07 00:00:00"
434,20191,1903,1,"2020-03-19 00:00:00"
435,12456,1363,3,"2010-08-11 00:00:00"
436,12137,826,4,"2017-04-10 00:00:00"
437,17585,1237,3,"2010-04-07 00:00:00"
438,20695,1399,3,"2018-11-03 00:00:00"
439,14973,295,4,"2011-01-25 00:00:00"
440,15612,1603,4,"2019-05-27 00:00:00"
441,12079,1259,3,"2018-06-16 00:00:00"
442,18693,1233,3,"2018-05-21 00:00:00"
443,15921,1812,3,"2019-12-21 00:00:00"
444,16140,881,1,"2017-06-01 00:00:00"
445,17708,672,1,"2016-11-04 00:00:00"
446,10212,1864,3,"2020-02-11 00:00:00"
447,14077,572,3,"2016-07-29 00:00:00"
448,12905,1228,1,"2018-05-14 00:00:00"
449,13062,1256,2,"2018-06-12 00:00:00"
450,20445,1256,1,"2018-06-11 00:00:00"
451,11145,181,1,"2015-07-02 00:00:00"
452,17894,726,4,"2016-12-31 00:00:00"
453,16751,1044,1,"2017-11-11 00:00:00"
454,19152,298,3,"2015-10-29 00:00:00"
455,13346,294,1,"2015-10-23 00:00:00"
456,13003,371,4,"2016-01-11 00:00:00"
457,15095,218,2,"2015-08-09 00:00:00"
458,15304,1651,2,"2019-07-12 00:00:00"
459,17193,382,3,"2016-01-21 00:00:00"
460,10794,1803,2,"2019-12-11 00:00:00"
461,10402,289,3,"2015-10-20 00:00:00"
462,17768,209,2,"2015-07-31 00:00:00"
463,10237,418,2,"2016-02-25 00:00:00"
464,16533,456,2,"2016-04-03 00:00:00"
465,19188,128,1,"2015-05-10 00:00:00"
466,15895,459,1,"2016-04-05 00:00:00"
467,19098,1668,2,"2019-07-29 00:00:00"
468,13166,646,3,"2016-10-11 00:00:00"
469,21007,994,4,"2017-09-25 00:00:00"
470,20413,24,4,"2015-01-29 00:00:00"
471,14191,1482,2,"2019-01-24 00:00:00"
472,12901,564,2,"2016-07-20 00:00:00"
473,10450,342,3,"2015-12-12 00:00:00"
474,19603,663,3,"2016-10-28 00:00:00"
475,19809,899,1,"2017-06-19 00:00:00"
476,16765,54,3,"2015-02-27 00:00:00"
477,20718,1580,2,"2019-05-02 00:00:00"
478,14653,1074,4,"2017-12-14 00:00:00"
479,20057,682,3,"2016-11-16 00:00:00"
480,12150,871,1,"2017-05-22 00:00:00"
481,19138,5,4,"2015-01-10 00:00:00"
482,18716,1305,4,"2010-08-02 00:00:00"
483,19595,1543,4,"2019-03-28 00:00:00"
484,18692,1106,3,"2018-01-14 00:00:00"
485,15175,1822,4,"2011-03-14 00:00:00"
486,11593,679,1,"2016-11-11 00:00:00"
487,13387,11,1,"2015-01-13 00:00:00"
488,17937,56,1,"2015-02-27 00:00:00"
489,18414,1753,1,"2010-10-21 00:00:00"
490,14456,1850,4,"2011-01-03 00:00:00"
491,18407,1676,1,"2019-08-05 00:00:00"
492,18668,1009,4,"2017-10-10 00:00:00"
493,14008,223,4,"2015-08-16 00:00:00"
494,16321,607,4,"2016-09-03 00:00:00"
495,17943,1900,3,"2020-03-18 00:00:00"
496,14223,385,4,"2016-01-25 00:00:00"
497,20771,1984,1,"2020-06-08 00:00:00"
498,16062,1403,4,"2018-11-08 00:00:00"
499,11918,1188,2,"2018-04-05 00:00:00"
500,20667,1472,1,"2019-01-13 00:00:00"
501,17125,1455,1,"2018-12-27 00:00:00"
502,13106,1499,1,"2019-02-09 00:00:00"
503,10942,1610,4,"2010-05-19 00:00:00"
504,13736,111,3,"2015-04-25 00:00:00"
505,12359,329,4,"2015-11-30 00:00:00"
506,15656,802,1,"2017-03-14 00:00:00"
507,14498,710,4,"2016-12-15 00:00:00"
508,20644,1487,3,"2019-01-30 00:00:00"
509,17162,1947,4,"2020-05-05 00:00:00"
510,10802,1516,1,"2019-02-26 00:00:00"
511,19007,596,1,"2016-08-20 00:00:00"
512,18481,801,3,"2017-03-15 00:00:00"
513,14212,374,4,"2016-01-14 00:00:00"
514,15195,1798,3,"2019-12-07 00:00:00"
515,10325,1166,4,"2018-03-16 00:00:00"
516,12480,1841,1,"2020-01-17 00:00:00"
517,20034,1174,2,"2010-04-20 00:00:00"
518,17244,1343,1,"2018-09-06 00:00:00"
519,11797,699,3,"2016-12-03 00:00:00"
520,21118,1845,1,"2020-01-21 00:00:00"
521,15552,1263,2,"2018-06-19 00:00:00"
522,12225,1711,3,"2019-09-11 00:00:00"
523,17270,1350,4,"2010-02-12 00:00:00"
524,12429,1379,2,"2018-10-13 00:00:00"
525,14250,1522,1,"2019-03-04 00:00:00"
526,11783,205,1,"2015-07-26 00:00:00"
527,18326,1304,4,"2018-08-01 00:00:00"
528,13627,578,4,"2016-08-05 00:00:00"
529,15695,1230,4,"2018-05-19 00:00:00"
530,13830,812,2,"2017-03-25 00:00:00"
531,18623,923,4,"2017-07-16 00:00:00"
532,19274,788,1,"2017-02-28 00:00:00"
533,19606,1936,1,"2020-04-21 00:00:00"
534,14887,944,2,"2017-08-04 00:00:00"
535,13914,674,3,"2016-11-08 00:00:00"
536,16900,437,1,"2011-05-06 00:00:00"
537,10909,394,3,"2016-02-02 00:00:00"
538,18131,188,4,"2015-07-12 00:00:00"
539,16083,1743,2,"2019-10-12 00:00:00"
540,20238,1967,1,"2012-02-01 00:00:00"
541,18787,553,1,"2016-07-08 00:00:00"
542,16849,1320,3,"2010-02-17 00:00:00"
543,13182,1414,2,"2018-11-17 00:00:00"
544,12323,811,2,"2017-03-24 00:00:00"
545,18942,58,1,"2015-03-01 00:00:00"
546,14854,1233,4,"2018-05-22 00:00:00"
547,19969,1925,2,"2011-05-05 00:00:00"
548,20674,1967,2,"2020-05-23 00:00:00"
549,18085,522,4,"2016-06-10 00:00:00"
550,18532,380,4,"2016-01-20 00:00:00"
551,17155,1135,1,"2018-02-10 00:00:00"
552,10616,254,3,"2015-09-15 00:00:00"
553,10616,93,2,"2015-04-06 00:00:00"
554,10616,781,4,"2017-02-24 00:00:00"
555,10616,317,3,"2015-11-17 00:00:00"
556,10616,594,3,"2016-08-20 00:00:00"
557,10616,1586,4,"2019-05-10 00:00:00"
558,10616,1993,2,"2020-06-18 00:00:00"
559,10616,1528,3,"2019-03-12 00:00:00"
560,10616,89,3,"2015-04-03 00:00:00"
561,10616,1895,3,"2020-03-13 00:00:00"
562,10616,1864,1,"2011-05-15 00:00:00"
563,10616,1120,1,"2018-01-26 00:00:00"
564,10616,238,2,"2015-08-29 00:00:00"
565,10616,938,2,"2017-07-29 00:00:00"
566,10616,831,1,"2017-04-12 00:00:00"
567,10616,1216,4,"2018-05-05 00:00:00"
568,10616,1978,3,"2012-01-03 00:00:00"
