track_id,title,artist,genre,release_year,danceability,duration,popularity
120,"Sweet Disposition","The Temper Trap","alternative dance",2009,53,231,64
121,"Single Ladies (Put a Ring on It)",Beyoncé,"dance pop",2008,43,193,70
122,"You're the Voice","John Farnham","australian pop",2008,37,302,62
123,"Voltooid Verleden Tijd",IOS,"dutch pop",2009,46,294,39
124,"Eternal Flame","The Bangles","album rock",2004,53,238,70
125,"Papa Was A Rolling Stone","The Temptations","adult standards",2001,85,433,44
126,"Crazy In Love (feat. Jay-Z)",Beyoncé,"dance pop",2003,65,236,75
127,"Best of You","Foo Fighters","alternative metal",2005,37,256,75
128,Daughters,"John Mayer","neo mellow",2003,67,238,68
129,"De wedstrijd","Bram Vermeulen","belgian rock",2006,58,302,42
130,Papillon,Editors,"alternative dance",2009,51,324,56
131,Sadeness,Enigma,downtempo,2001,59,256,58
132,"Red Mij Niet - Single Edit","Maarten Van Roozendaal","dutch indie",2001,52,270,36
133,"Love Is A Losing Game","Amy Winehouse","british soul",2006,48,154,67
134,Zij,"Marco Borsato","dutch cabaret",2002,25,245,52
135,Tribute,"Tenacious D","alternative metal",2001,37,248,59
136,"You Know I'm No Good","Amy Winehouse","british soul",2006,71,257,74
137,Talk,Coldplay,"permanent wave",2005,41,311,63
138,"Love Is A Battlefield","Pat Benatar","album rock",2001,67,245,54
139,Home,"Michael Bublé","adult standards",2005,61,226,64
140,Sonne,Rammstein,"alternative metal",2001,51,272,60
141,"I Gotta Feeling","The Black Eyed Peas","dance pop",2009,74,289,69
142,"She Sells Sanctuary","The Cult","album rock",2000,55,253,63
143,Alie,Normaal,"dutch rock",2008,52,181,42
144,"Red Red Wine",UB40,"reggae fusion",2000,86,184,74
145,"A Little Less Conversation - JXL Radio Edit Remix","Elvis Presley","adult standards",2002,60,212,64
146,"Love You More",Racoon,"dutch indie",2005,34,197,43
147,"Old Man","Neil Young","album rock",2004,71,203,44
148,"Zij Maakt Het Verschil","De Poema's","dutch pop",2003,34,280,54
149,"I Want To Hold Your Hand - Remastered 2015","The Beatles","british invasion",2000,49,146,75
150,"Black Magic Woman",Santana,"blues rock",2007,50,196,62
151,"Set The Fire To The Third Bar","Snow Patrol","irish rock",2006,54,204,49
152,"Ghost Love Score",Nightwish,"finnish metal",2004,44,602,38
153,"Going To A Town","Rufus Wainwright","canadian pop",2007,56,245,38
154,"Is Dit Alles","Doe Maar","dutch cabaret",2008,83,324,44
155,"A Gentleman's Excuse Me",Fish,"album rock",2008,33,259,44
156,"God Put a Smile upon Your Face",Coldplay,"permanent wave",2002,61,297,64
157,"Heartbreak Warfare","John Mayer","neo mellow",2009,62,270,66
158,"Sailing to Philadelphia","Mark Knopfler","classic rock",2005,59,353,39
159,"Accidentally In Love","Counting Crows","alternative rock",2004,55,189,59
160,"It's Raining Men","The Weather Girls",disco,2008,66,212,58
161,"One Word",Anouk,"dutch indie",2004,62,243,52
162,"Goodnight Saigon","Billy Joel","album rock",2001,59,423,46
163,"Moonlight Shadow","Mike Oldfield","album rock",2009,61,218,64
164,"Zing - Vecht - Huil - Bid - Lach - Werk En Bewonder","Ramses Shaffy","dutch cabaret",2006,53,281,41
165,Uprising,Muse,"modern rock",2009,60,305,76
166,"My Immortal",Evanescence,"alternative metal",2003,19,263,74
167,"Feel Like Flying",Racoon,"dutch indie",2005,67,213,41
168,Everything,"Michael Bublé","adult standards",2007,69,212,73
169,"Hey There Delilah","Plain White T's","neo mellow",2005,66,233,80
170,Speeltuin,"Marco Borsato","dutch cabaret",2002,53,135,50
171,"Comptine d'un autre été, l'après-midi","Yann Tiersen","bow pop",2001,48,141,56
172,"Sweet Goodbyes",Krezip,"dutch indie",2009,63,193,56
173,"The Man Who Can't Be Moved","The Script","celtic rock",2008,61,241,64
174,"Free Fallin' - Live at the Nokia Theatre, Los Angeles, CA - December 2007","John Mayer","neo mellow",2008,32,264,75
175,Halo,Beyoncé,"dance pop",2008,51,262,78
176,Hollereer,"De Jeugd Van Tegenwoordig","dutch hip hop",2008,79,346,46
177,Hier,BLØF,"dutch pop",2000,50,248,40
178,"Ice Queen","Within Temptation","dutch metal",2003,26,319,47
179,"Another 45 Miles","Golden Earring","album rock",2008,56,284,50
180,"Like a Hurricane - 2003 Remaster","Neil Young","album rock",2004,42,501,49
181,"Father & Friend","Alain Clark","dutch pop",2007,66,256,35
182,"(I've Had) The Time of My Life - From "Dirty Dancing" Soundtrack","Bill Medley","soft rock",2004,70,289,70
183,"The Blower's Daughter","Damien Rice","acoustic pop",2003,34,287,56
184,Magnificent,U2,"irish rock",2009,53,324,44
185,"Virtual Insanity - Remastered",Jamiroquai,"acid jazz",2006,66,229,69
186,"Belle Hélène","Doe Maar","dutch cabaret",2008,74,170,49
187,"Go With The Flow","Queens of the Stone Age","alternative metal",2002,24,187,58
188,"Sound Of The Screameng Day","Golden Earrings","dutch prog",2008,59,171,26
189,"Plug in Baby",Muse,"modern rock",2001,41,218,53
190,"Heavy Cross",Gossip,"alternative dance",2009,79,243,59
191,Nederwiet,"Doe Maar","dutch cabaret",2008,78,414,39
192,"Heart Of Glass",Blondie,"candy pop",2006,73,252,52
193,"The Real Slim Shady",Eminem,"detroit hip hop",2000,95,284,80
194,"Stuck In A Moment You Can't Get Out Of",U2,"irish rock",2000,52,272,52
195,"Tumble and Fall",JOHAN,"dutch indie",2001,45,209,36
196,"Les lacs du Connemara","Michel Sardou",chanson,2004,30,364,59
197,"Hier Kom Ik Weg","Daniël Lohues","dutch indie",2008,57,208,39
198,Starlight,Muse,"modern rock",2006,55,240,73
199,Dakota,Stereophonics,britpop,2005,51,297,68
200,"Time To Say Goodbye (Con Te Partirò)","Sarah Brightman","operatic pop",2006,29,246,59
201,"Green Eyes",Coldplay,"permanent wave",2002,61,223,63
202,"Silence (feat. Sarah McLachlan) - DJ Tiësto's In Search of Sunrise Edit",Delerium,trance,2004,60,235,58
203,"De Kapitein Deel II","Acda en de Munnik","dutch cabaret",2000,67,181,51
204,"Supermassive Black Hole",Muse,"modern rock",2006,67,212,73
205,"Pak Maar M'n Hand","Nick & Simon","dutch pop",2007,32,212,59
206,"De Bom","Doe Maar","dutch cabaret",2008,86,161,49
207,Bombay,"Golden Earring","album rock",2008,52,234,34
208,"Mary Jane's Last Dance","Tom Petty and the Heartbreakers","album rock",2008,46,274,72
209,"Oerend Hard",Normaal,"dutch rock",2008,66,225,52
210,Society,"Eddie Vedder","permanent wave",2007,56,236,67
211,"White Flag",Dido,"dance pop",2003,51,241,54
212,"Heaven Must Be Missing An Angel - Pt. 1",Tavares,"adult standards",2004,61,394,49
213,"Wake Me up When September Ends","Green Day","modern rock",2004,55,286,77
214,"Can't Stop","Red Hot Chili Peppers","alternative rock",2002,62,269,80
215,"Driving Home for Christmas","Chris Rea","art rock",2007,50,240,80
216,Mutter,Rammstein,"alternative metal",2001,49,269,51
217,Pa,"Doe Maar","dutch cabaret",2008,93,219,41
218,Blauw,"The Scene","belgian rock",2007,51,236,47
219,"Spicks And Specks","Bee Gees","adult standards",2001,65,172,47
220,Stan,Eminem,"detroit hip hop",2000,78,404,75
221,Beautiful,"Christina Aguilera","dance pop",2002,46,239,71
222,Gravity,"John Mayer","neo mellow",2006,76,246,75
223,"Leave the Light On","Beth Hart","blues rock",2009,57,244,32
224,"Ruthless Queen",Kayak,"dutch prog",2009,53,291,32
225,"Everlong - Acoustic Version","Foo Fighters","alternative metal",2009,64,251,69
226,"Here Without You","3 Doors Down","alternative metal",2002,54,239,75
227,One,"Mary J. Blige","dance pop",2005,34,260,61
228,"Mijn Houten Hart","De Poema's","dutch pop",2003,43,259,45
229,"Mad World (Feat. Michael Andrews)","Gary Jules","neo mellow",2002,35,190,70
230,"Sinds 1 Dag Of 2 (32 Jaar)","Doe Maar","dutch cabaret",2008,88,201,53
231,"Feeling Good","Michael Bublé","adult standards",2005,54,237,64
232,"The Wall Street Shuffle",10cc,"album rock",2004,52,242,46
233,"Song 2",Blur,"alternative rock",2000,66,122,64
234,"I Would Stay",Krezip,"dutch indie",2000,47,232,55
235,"Piano Man","Billy Joel","album rock",2001,33,336,70
236,Fireflies,"Owl City",pop,2009,51,228,79
237,Lost,Anouk,"dutch indie",2004,52,222,51
238,Woman,Wolfmother,"alternative rock",2006,22,176,62
239,"Where Is The Love?","The Black Eyed Peas","dance pop",2003,83,273,66
240,Yellow,Coldplay,"permanent wave",2000,43,267,82
241,"This Is The Life","Amy Macdonald","scottish singer-songwriter",2007,62,184,41
242,"Wicked Game","Chris Isaak","mellow gold",2006,67,287,70
243,Breakeven,"The Script","celtic rock",2008,63,261,74
244,"Not An Addict","K's Choice","alternative pop",2009,26,288,43
245,"So Incredible","Ilse DeLange","dutch americana",2008,54,177,54
246,"Mr Rock & Roll","Amy Macdonald","scottish singer-songwriter",2007,60,215,30
247,"Will You Be There - Single Version","Michael Jackson",pop,2005,41,220,53
248,Vlinder,"Rowwen Hèze","carnaval limburg",2003,35,231,33
249,Cambodia,"Kim Wilde","dance pop",2006,70,236,51
250,"Back To Black","Amy Winehouse","british soul",2006,49,240,77
251,Dochters,"Marco Borsato","dutch cabaret",2008,64,270,57
252,"Hocus Pocus",Focus,"album rock",2001,26,403,53
253,Mensch,"Herbert Grönemeyer","german pop",2008,68,270,47
254,Amsterdam,Coldplay,"permanent wave",2002,26,319,57
255,"Time Is Running Out",Muse,"modern rock",2004,59,237,69
256,"Rain Down on Me",Kane,"dutch pop",2003,46,247,47
257,Denis,Blondie,"candy pop",2006,53,139,42
258,"Hometown Glory",Adele,"british soul",2008,45,269,59
259,"Live And Let Die - Live","Paul McCartney","album rock",2003,24,185,60
260,"I Still Cry","Ilse DeLange","dutch americana",2000,54,274,30
261,"Ren Lenny Ren","Acda en de Munnik","dutch cabaret",2002,51,233,43
262,"In My Place",Coldplay,"permanent wave",2002,43,227,70
263,Numb,"Linkin Park","alternative metal",2003,50,186,81
264,"Slow Dancing in a Burning Room","John Mayer","neo mellow",2006,67,242,76
265,"Empire State Of Mind",JAY-Z,"east coast hip hop",2009,49,277,77
266,"Drops of Jupiter",Train,"dance pop",2001,47,260,77
267,Omarm,BLØF,"dutch pop",2003,27,252,46
268,"(What A) Wonderful World","Sam Cooke","adult standards",2000,69,125,71
269,Teardrops,"Womack & Womack",disco,2001,87,229,61
270,"The Rising","Bruce Springsteen","classic rock",2002,50,287,53
271,"Snow (Hey Oh)","Red Hot Chili Peppers","alternative rock",2006,43,335,80
272,"I Don't Wanna Hurt",Anouk,"dutch indie",2007,48,213,46
273,"Ordinary People","John Legend","neo mellow",2005,47,281,69
274,"Iedereen Is Van De Wereld","The Scene","belgian rock",2007,45,228,50
275,Gold,"Spandau Ballet","dance rock",2000,71,231,66
276,"All Night Long (All Night) - Single Version","Lionel Richie","adult standards",2003,74,260,64
277,"Can't Stop Loving You - 2016 Remaster","Phil Collins","mellow gold",2002,60,256,62
278,"City Of Blinding Lights",U2,"irish rock",2004,44,346,60
279,Munich,Editors,"alternative dance",2005,18,226,61
280,"Hey Ya!",OutKast,"atl hip hop",2003,73,235,79
281,"There Must Be an Angel (Playing with My Heart)",Eurythmics,"dance pop",2005,58,281,40
282,"Laat Me / Vivre - Lange Versie","Alderliefste met Ramses Shaffy en Liesbeth List","dutch pop",2005,66,386,43
283,Watskeburt?!,"De Jeugd Van Tegenwoordig","dutch hip hop",2008,95,376,55
284,Feel,"Robbie Williams","dance pop",2002,60,264,72
285,"Lady Jane - (Original Single Mono Version)","The Rolling Stones","album rock",2004,38,190,34
286,"La Isla Bonita",Madonna,"dance pop",2009,71,243,66
287,"Go Like Elijah","Chi Coltrane","alternative pop rock",2009,63,242,40
288,"Chop Suey!","System Of A Down","alternative metal",2001,42,210,80
289,"Sorry - (Live in Tivoli)",Kyteman,"dutch indie",2009,35,150,47
290,"Black or White - Single Version","Michael Jackson",pop,2005,74,203,64
291,"Shut Your Eyes","Snow Patrol","irish rock",2006,69,197,42
292,Ironic,"Alanis Morissette","alternative rock",2005,46,229,62
293,"I Bet You Look Good On The Dancefloor","Arctic Monkeys","garage rock",2006,54,174,58
294,Hurt,"Johnny Cash","arkansas country",2002,53,217,75
295,Vogue,Madonna,"dance pop",2009,74,317,66
296,"If I Were a Boy",Beyoncé,"dance pop",2008,63,249,68
297,Dyna-Mite,Mud,"classic uk pop",2005,58,177,40
298,"Une Belle Histoire (Een Mooi Verhaal)",Alderliefste,"dutch pop",2008,57,268,38
299,"Sandstorm - Radio Edit",Darude,eurodance,2007,54,225,61
300,"Right Next Door (Because Of Me)","Robert Cray",blues,2002,61,259,52
301,"Hald Mich 'S Vas","Neet Oét Lottum","carnaval limburg",2004,29,251,39
302,"Like a Prayer",Madonna,"dance pop",2009,62,343,71
303,"Rockin' All Over The World","Status Quo","album rock",2005,62,217,47
304,"Blue Hotel","Chris Isaak","mellow gold",2006,52,192,42
305,"Dear Mr. President",P!nk,"dance pop",2009,48,281,43
306,"Stiekem Gedanst","Toontje Lager","dutch rock",2008,66,215,53
307,Human,"The Killers","modern rock",2008,56,245,73
308,"Lady Madonna - Remastered 2015","The Beatles","british invasion",2000,65,137,63
309,"Both Sides Now","Joni Mitchell","canadian folk",2000,26,345,65
310,"God Is a DJ",Faithless,"big beat",2005,61,209,57
311,"Viva La Vida",Coldplay,"permanent wave",2008,49,242,78
312,Kids,MGMT,"alternative dance",2007,45,303,76
313,"Bend & Break",Keane,"modern rock",2004,47,220,43
314,"We Can Work It Out - Remastered 2015","The Beatles","british invasion",2000,38,136,63
315,"Sing for Absolution",Muse,"modern rock",2004,44,295,57
316,"Superstition - Single Version","Stevie Wonder","adult standards",2002,63,245,77
317,Vertigo,U2,"irish rock",2004,42,194,65
318,"By the Way","Red Hot Chili Peppers","alternative rock",2002,45,217,74
319,"Hey Jude","The Beatles","british invasion",2006,46,239,63
320,November,"Rowwen Hèze","carnaval limburg",2005,32,296,35
321,"Geef Mij Je Angst","Guus Meeuwis","dutch pop",2006,37,224,54
322,"Stuck In The Middle With You","Stealers Wheel","classic rock",2009,80,204,72
323,"Het Regent Zonnestralen","Acda en de Munnik","dutch cabaret",2005,62,226,57
324,"Violet Hill",Coldplay,"permanent wave",2008,35,223,61
325,"Dog Days Are Over","Florence + The Machine","art pop",2009,49,252,69
326,"Beautiful Day",U2,"irish rock",2000,54,246,63
327,"Major Tom","Peter Schilling","german pop",2005,78,274,48
328,"An End Has a Start",Editors,"alternative dance",2007,35,226,53
329,Lost!,Coldplay,"permanent wave",2008,36,236,53
330,"What It Is","Mark Knopfler","classic rock",2000,63,298,43
331,"Blue Monday - 2016 Remaster","New Order","alternative rock",2005,79,451,73
332,"Behind Blue Eyes","Limp Bizkit","alternative metal",2003,60,270,72
333,Rehab,"Amy Winehouse","british soul",2006,43,214,74
334,"Bird of Paradise","Snowy White","blues rock",2003,47,281,52
335,"I'm Yours","Jason Mraz","acoustic pop",2008,69,242,82
336,Onderweg,Abel,"dutch rock",2000,62,190,59
337,"Mr. Bojangles - Single Version","Sammy Davis Jr.","adult standards",2002,54,343,56
338,Unwritten,"Natasha Bedingfield","dance pop",2004,71,259,76
339,Resistance,Muse,"modern rock",2009,47,347,63
340,Bedshaped,Keane,"modern rock",2004,33,276,41
341,Mia,Gorki,"belgian rock",2002,70,332,52
342,"You Oughta Know","Alanis Morissette","alternative rock",2005,64,250,52
343,Overcome,Live,"alternative metal",2001,38,256,49
344,"Stand My Ground","Within Temptation","dutch metal",2004,25,268,56
345,"Chasing Cars","Snow Patrol","irish rock",2006,56,268,78
346,"Dani California","Red Hot Chili Peppers","alternative rock",2006,56,282,76
347,"Unfinished Sympathy","Massive Attack","big beat",2006,59,312,53
348,"Nine Million Bicycles","Katie Melua","uk pop",2005,53,197,61
349,"You're Beautiful","James Blunt","neo mellow",2005,68,209,76
350,"It's My Life","Bon Jovi","glam metal",2000,55,224,77
351,Politik,Coldplay,"permanent wave",2002,26,319,62
352,"Mooie Dag",BLØF,"dutch pop",2002,50,279,40
353,"In Nije Dei","De Kast","dutch pop",2004,41,296,38
354,"Sex on Fire","Kings of Leon","modern rock",2008,54,203,79
355,Hallelujah,"Lisa Lois","dutch pop",2009,19,226,49
356,"Somewhere Only We Know",Keane,"modern rock",2004,45,236,67
357,Sunrise,"Simply Red","british soul",2004,79,200,55
358,"How You Remind Me",Nickelback,"alternative metal",2001,45,224,78
359,"When You Say Nothing At All","Ronan Keating","dance pop",2000,46,257,74
360,"Hard Sun","Eddie Vedder","permanent wave",2007,44,322,66
361,"Belfast Child","Simple Minds","art rock",2008,14,404,43
362,"Feel Good Inc.",Gorillaz,"alternative hip hop",2005,82,223,80
363,"Alles Is Liefde",BLØF,"dutch pop",2007,51,210,36
364,Jerusalem,Anouk,"dutch indie",2004,61,236,40
365,"Mr Bojangles","Robbie Williams","dance pop",2001,51,198,58
366,"Tranen Gelachen","Guus Meeuwis","dutch pop",2007,30,203,50
367,"When The Sun Goes Down","Arctic Monkeys","garage rock",2006,35,202,57
368,Frozen,Madonna,"dance pop",2009,59,379,55
369,"The Racing Rats",Editors,"alternative dance",2007,32,258,43
370,"Poker Face","Lady Gaga","dance pop",2008,85,237,69
371,"Life in Technicolor ii",Coldplay,"permanent wave",2008,47,245,47
372,One,"Johnny Cash","arkansas country",2000,51,232,47
373,Ruby,"Kaiser Chiefs","alternative rock",2007,44,203,62
374,"Het Land Van","Lange Frans","dutch hip hop",2005,66,230,49
375,"Bad Romance","Lady Gaga","dance pop",2009,70,295,79
376,Elevation,U2,"irish rock",2000,58,226,49
377,Trouble,Coldplay,"permanent wave",2000,56,273,71
378,"De Peel In Brand","Rowwen Hèze","carnaval limburg",2005,28,205,33
379,"Black Betty","Ram Jam","album rock",2005,49,236,61
380,Wrong,Novastar,"belgian rock",2000,54,214,48
381,"Never Be Clever","Herman Brood & His Wild Romance","dutch indie",2001,56,183,41
382,"Undisclosed Desires",Muse,"modern rock",2009,68,235,65
383,"Auto Vliegtuug","Rowwen Hèze","carnaval limburg",2005,32,238,34
384,"Meer Dan Een Ander","Van Dik Hout","dutch cabaret",2009,56,223,34
385,Brabant,"Guus Meeuwis","dutch pop",2002,41,210,61
386,"Mother Earth","Within Temptation","dutch metal",2003,43,330,45
387,"One More Time","Daft Punk",electro,2001,61,320,75
388,"(You're The) Devil in Disguise","Elvis Presley","adult standards",2002,48,140,65
389,"TRUE - Single Edit","Spandau Ballet","dance rock",2008,74,328,72
390,"Make It Wit Chu","Queens of the Stone Age","alternative metal",2007,70,290,59
391,"Bring Me To Life",Evanescence,"alternative metal",2003,33,236,78
392,Clocks,Coldplay,"permanent wave",2002,58,308,76
393,"Farewell To The Fairground","White Lies","alternative dance",2009,53,257,54
394,Bliss,Muse,"modern rock",2001,45,251,46
395,"Kijk Omhoog","Nick & Simon","dutch pop",2007,41,176,48
396,"9 Crimes","Damien Rice","acoustic pop",2006,33,219,57
397,"Working On a Dream","Bruce Springsteen","classic rock",2009,56,209,48
398,"Nutbush City Limits","Ike & Tina Turner","brill building pop",2008,69,182,56
399,"Do They Know It's Christmas? - 1984 Version","Band Aid",electro,2004,60,223,84
400,Changes,2Pac,"g funk",2007,87,269,72
401,"Mag Ik Dan Bij Jou","Claudia De Breij","dutch cabaret",2010,54,206,53
402,Sterrenstof,"De Jeugd Van Tegenwoordig","dutch hip hop",2010,71,221,48
403,"Love Will Tear Us Apart - 2010 Remaster","Joy Division","alternative rock",2010,53,205,64
